person_id,movie_id
102,104257
102,112384
129,104257
144,93779
158,109830
158,112384
1597,93779
163,95953
163,104257
1697,93779
193,104257
197,104257
200,112384
398,109830
420,95953
596520,95953
641,109830
641,112384
641,95953
641,104257
705,109830
705,93779
